review_id,review_order,issue_type,ai_suggested_decision,ai_confidence,ai_reason_short,ai_is_final_decision,needs_human_confirmation,source_split,image_path,label_path,overlay_path,crop_path,gt_damage_area_count,pred_damage_area_count,fn_damage_area_count,fp_damage_area_count
tactile3-da-final-011,11,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,high,Clear additional spalls and seam breaks unlabeled,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210720_0000010779.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210720_0000010779.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/011_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_1_20210720_0000010779.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/011_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_1_20210720_0000010779.jpg,3,10,3,10
tactile3-da-final-012,12,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,high,Several edge chips lack GT area labels,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_5_1_20211006_0000600554.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_5_1_20211006_0000600554.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/012_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_5_1_20211006_0000600554.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/012_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_5_1_20211006_0000600554.jpg,3,15,1,13
tactile3-da-final-013,13,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,high,Additional worn raised bars match labeled damage type,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210723_0000063754.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210723_0000063754.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/013_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210723_0000063754.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/013_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210723_0000063754.jpg,3,12,2,11
tactile3-da-final-014,14,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,medium,Several peeling or chipped spots appear unlabeled,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210915_0000521876.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210915_0000521876.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/014_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210915_0000521876.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/014_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210915_0000521876.jpg,3,12,2,11
tactile3-da-final-015,15,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,high,Multiple clear spalls outside GT boxes,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_4_20211027_0000803350.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_4_20211027_0000803350.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/015_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_4_20211027_0000803350.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/015_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_4_20211027_0000803350.jpg,3,12,2,11
tactile3-da-final-016,16,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,high,Long broken seam damage missing GT labels,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210813_0000205423.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210813_0000205423.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/016_mixed_fn_fp_damage_area_003_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_1_20210813_0000205423.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/016_mixed_fn_fp_damage_area_003_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_1_20210813_0000205423.jpg,3,12,2,11
tactile3-da-final-017,17,mixed_fn_fp_damage_area,exclude_unclear,low,Widespread staining makes damage extent uncertain,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_5_2_20210907_0000464090.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_5_2_20210907_0000464090.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/017_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_5_2_20210907_0000464090.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/017_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_5_2_20210907_0000464090.jpg,3,12,2,11
tactile3-da-final-018,18,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,high,Multiple cracks and chips outside GT,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210828_0000377368.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210828_0000377368.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/018_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210828_0000377368.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/018_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210828_0000377368.jpg,3,9,3,9
tactile3-da-final-019,19,mixed_fn_fp_damage_area,fix_tactile_damage_area_bbox,high,GT boxes cover overly broad block regions,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210729_0000025588.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210729_0000025588.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/019_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210729_0000025588.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/019_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210729_0000025588.jpg,3,9,3,9
tactile3-da-final-020,20,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,high,Many clear cracks and exposed patches unlabeled,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210806_0000118772.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210806_0000118772.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/020_mixed_fn_fp_damage_area_004_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_1_20210806_0000118772.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/020_mixed_fn_fp_damage_area_004_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_1_20210806_0000118772.jpg,3,9,3,9
tactile3-da-final-021,21,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,medium,Side chip and seam damage partly unlabeled,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_4_2_20210724_0000028311.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_4_2_20210724_0000028311.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/021_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_4_2_20210724_0000028311.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/021_mixed_fn_fp_damage_area_002_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_4_2_20210724_0000028311.jpg,3,9,3,9
tactile3-da-final-022,22,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,high,Large broken regions lack GT area labels,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210724_0000002242.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210724_0000002242.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/022_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210724_0000002242.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/022_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_1_2_20210724_0000002242.jpg,3,9,3,9
tactile3-da-final-023,23,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,high,Many visible cracks and spalls outside GT,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_3_2_20211015_0000645600.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_3_2_20211015_0000645600.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/023_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_3_2_20211015_0000645600.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/023_mixed_fn_fp_damage_area_001_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_3_2_20211015_0000645600.jpg,3,14,1,12
tactile3-da-final-024,24,mixed_fn_fp_damage_area,add_missing_tactile_damage_area,medium,Several seam chips appear unlabeled,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_4_1_20211102_0000833284.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_4_1_20211102_0000833284.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/024_mixed_fn_fp_damage_area_003_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_4_1_20211102_0000833284.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/024_mixed_fn_fp_damage_area_003_mixed_fn_fp_damage_area_aihub513_tactile_2_09_1_1_4_1_20211102_0000833284.jpg,3,14,1,12
tactile3-da-final-025,25,damage_block_ok_area_missed,accept_existing_labels,high,GT boxes align with clear chips and cracks,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210728_0000046405.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210728_0000046405.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/025_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_1_20210728_0000046405.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/025_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_1_20210728_0000046405.jpg,3,0,3,0
tactile3-da-final-026,26,damage_block_ok_area_missed,exclude_unclear,low,Heavy dirt and wear obscure true damage,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210908_0000465578.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210908_0000465578.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/026_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_1_20210908_0000465578.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/026_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_1_20210908_0000465578.jpg,3,0,3,0
tactile3-da-final-027,27,damage_block_ok_area_missed,remove_false_damage_area_label,high,GT boxes look like dark stains not damage,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20210923_0000534509.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20210923_0000534509.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/027_damage_block_ok_area_missed_026_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_1_20210923_0000534509.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/027_damage_block_ok_area_missed_026_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_1_20210923_0000534509.jpg,3,0,3,0
tactile3-da-final-028,28,damage_block_ok_area_missed,accept_existing_labels,medium,GT boxes mostly cover edge and seam material loss,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_1_20211011_0000617303.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_1_20211011_0000617303.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/028_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_1_20211011_0000617303.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/028_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_1_20211011_0000617303.jpg,3,0,3,0
tactile3-da-final-029,29,damage_block_ok_area_missed,exclude_unclear,medium,Nonstandard surface and small marks are ambiguous,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_2_20210726_0000096327.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_2_20210726_0000096327.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/029_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_2_20210726_0000096327.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/029_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_2_20210726_0000096327.jpg,3,0,3,0
tactile3-da-final-030,30,damage_block_ok_area_missed,remove_false_damage_area_label,medium,Some GT boxes look like stain or normal wear,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_4_20210811_0000165495.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_4_20210811_0000165495.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/030_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_4_20210811_0000165495.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/030_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_4_20210811_0000165495.jpg,3,0,3,0
tactile3-da-final-031,31,damage_block_ok_area_missed,remove_false_damage_area_label,high,GT boxes mark stains or worn ridges only,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_1_4_20211014_0000652306.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_1_4_20211014_0000652306.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/031_damage_block_ok_area_missed_026_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_4_20211014_0000652306.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/031_damage_block_ok_area_missed_026_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_1_4_20211014_0000652306.jpg,3,0,3,0
tactile3-da-final-032,32,damage_block_ok_area_missed,fix_tactile_damage_area_bbox,medium,Some true damage but GT boxes include debris and seam,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_5_1_20210911_0000504898.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_5_1_20210911_0000504898.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/032_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_5_1_20210911_0000504898.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/032_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_5_1_20210911_0000504898.jpg,3,0,3,0
tactile3-da-final-033,33,damage_block_ok_area_missed,accept_existing_labels,medium,GT boxes cover visible scratches and chips,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_5_1_20211006_0000600560.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_5_1_20211006_0000600560.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/033_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_5_1_20211006_0000600560.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/033_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_5_1_20211006_0000600560.jpg,3,0,3,0
tactile3-da-final-034,34,damage_block_ok_area_missed,accept_existing_labels,medium,GT boxes align with small surface and edge chips,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_5_1_20211006_0000600561.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_5_1_20211006_0000600561.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/034_damage_block_ok_area_missed_026_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_5_1_20211006_0000600561.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/034_damage_block_ok_area_missed_026_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_5_1_20211006_0000600561.jpg,3,0,3,0
tactile3-da-final-035,35,damage_block_ok_area_missed,remove_false_damage_area_label,high,GT boxes cover intact worn surfaces,no,yes,val,datasets/walksafe_kr_tactile_3class_20260521/images/val/aihub513_tactile_2_09_1_1_5_2_20211020_0000671327.jpg,datasets/walksafe_kr_tactile_3class_20260521/labels/val/aihub513_tactile_2_09_1_1_5_2_20211020_0000671327.txt,docs/review/walksafe_tactile3_damage_area_20260522/final_overlays/035_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_5_2_20211020_0000671327.jpg,docs/review/walksafe_tactile3_damage_area_20260522/final_crops/035_damage_block_ok_area_missed_025_damage_block_ok_area_missed_aihub513_tactile_2_09_1_1_5_2_20211020_0000671327.jpg,3,0,3,0
